Date.Time,City,State,Shape,Duration,Summary,Posted,Country,pop,lat,long,capital
2020-12-31,Edmonton,AB,Formation,,Three Orange Lights Triangle,2021-01-19,Canada,831979,53.57,-113.54,2
2020-12-20,Edmonton,AB,Oval,86400.0,"VERY, VERY FAST OBJECT",2021-01-19,Canada,831979,53.57,-113.54,2
2020-11-15,Calgary,AB,Circle,150.0,Red and Orange Blue White flashing lights in clear night sky move in cricle motion,2020-12-23,Canada,991432,51.05,-114.06,0
2020-11-02,Okotoks,AB,Formation,1200.0,"Either 6 in formation of a hexagon, or one massive hexagon.",2020-12-23,Canada,15734,50.72,-113.96,0
2020-10-11,Brooks,AB,Light,120.0,Bright orb in clear sunny sky just before dusk in a clear sky. Bright light appears for 30 seconds disappeared then reappeared for 20 s,2020-12-23,Canada,13045,50.57,-111.91,0
2020-09-16,Calgary,AB,Other,3600.0,Bow shaped object with bright flickering orange lights hovers over downtown Calgary,2020-11-05,Canada,991432,51.05,-114.06,0
2020-09-08,Edmonton,AB,Triangle,864000.0,"Grey Triangle appears out of the black sky, descends and moves east accelerating at a phenominal rate.",2020-11-05,Canada,831979,53.57,-113.54,2
2020-09-01,Edmonton,AB,Light,180.0,"I was riding my pedal bike to the 711 in st.albert,Alberta from near the casino when I was riding my bike from 711 there was a Super Br",2020-09-04,Canada,831979,53.57,-113.54,2
2020-08-26,Edmonton,AB,Circle,432000.0,Sitting on my front bench outside my house looking up listening to music. A glowing white orb at cloud level zips from the East to the,2020-08-27,Canada,831979,53.57,-113.54,2
2020-08-26,Edmonton,AB,Changing,,cluster of bright colored lights,2020-08-27,Canada,831979,53.57,-113.54,2
2020-08-22,Calgary,AB,Oval,1296000.0,Silvery white oval moving fast west of Calgary,2020-08-27,Canada,991432,51.05,-114.06,0
2020-08-21,Lethbridge,AB,Unknown,60.0,Green soundless object seen in Lethbridge night sky,2020-08-27,Canada,71390,49.69,-112.83,0
2020-07-28,Lethbridge,AB,Light,604800.0,"Very fast, and faint 3 lights traveling in a northbound heading",2020-07-31,Canada,71390,49.69,-112.83,0
2020-07-21,Lethbridge,AB,Formation,2592000.0,6 dark triangle shapes in formation,2020-07-23,Canada,71390,49.69,-112.83,0
2020-06-02,Ponoka,AB,Light,21600.0,Almost every night since October there has been a bright light following me at night.Some nights it will meet up with a smaller lig,2020-06-25,Canada,6734,52.68,-113.57,0
2020-04-30,Calgary,AB,Disk,300.0,"At approximately 10:00pm, I spotted a large white light in the sky, it was very bright. I went outside to inspect it further and the li",2020-06-25,Canada,991432,51.05,-114.06,0
2020-04-21,Airdrie,AB,Chevron,864000.0,"Very large silent Chevron boomerang shape moving north approximately 1500 mph no noise. Instant fear, checked family and went into base",2020-06-25,Canada,25863,51.3,-114.02,0
2020-04-18,Edmonton,AB,Light,240.0,"I saw 2 lights heading against one another, perhaps satellites.  ((Starlink satellites))",2020-05-01,Canada,831979,53.57,-113.54,2
2020-04-18,Calgary,AB,Formation,660.0,"18 consecutive lights, following a course, some swirling in a circular patterns.  ((Starlink satellites?))",2020-06-25,Canada,991432,51.05,-114.06,0
2020-04-18,Edmonton,AB,Triangle,432000.0,"Triangular, no sound, no lights emitted, almost fully blended into the black night sky (no clouds to determine altitude )",2020-05-01,Canada,831979,53.57,-113.54,2
2020-04-15,Calgary,AB,Oval,900.0,"Large, fixed object to the west.",2020-06-25,Canada,991432,51.05,-114.06,0
2020-03-20,Calgary,AB,Triangle,120.0,"Triangle shape, no sound",2020-05-15,Canada,991432,51.05,-114.06,0
2020-03-15,Calgary,AB,Formation,14400.0,"In Calgary's north east skys from midnight till About 5am anywhere between 3 and 6 craft can be seen,  undulating,  shaking Irracticly,",2020-05-15,Canada,991432,51.05,-114.06,0
2020-02-26,Edmonton,AB,Other,240.0,"Boomerang shape, 12 red lights in back in groups of 4. Green and white in the front. Black body  ship. Moving very slow and no noise .",2020-04-09,Canada,831979,53.57,-113.54,2
2020-02-25,Edmonton,AB,Light,900.0,Bright light.,2020-04-09,Canada,831979,53.57,-113.54,2
2020-02-25,Calgary,AB,Unknown,7776000.0,"16 consecutive lights equidistant from each other.  ((""Spacelink"" satellites??))",2020-04-09,Canada,991432,51.05,-114.06,0
2020-02-23,Lacombe,AB,Triangle,180.0,My dad and his employee first seen this large triangle high up in altitude. It then dropped lower. That is when he called me outside to,2020-11-05,Canada,10177,52.47,-113.73,0
2020-02-18,Spruce Grove,AB,Light,240.0,"Bright green light that was stationary for a few moments, then started to move quickly back & forth, then when over us it turned red fo",2020-02-25,Canada,17976,53.53,-113.92,0
2020-02-03,Cochrane,AB,Triangle,1296000.0,"Grey pie shaped object hovering in sky, rotates, turns black, then disappears.",2020-02-13,Canada,17798,51.19,-114.47,0
2020-01-28,Okotoks,AB,Light,3888000.0,"Five lights equally separated and travelling in a line quite fast.  ((""Starlink"" satellites??))",2020-01-31,Canada,15734,50.72,-113.96,0
2020-01-26,Cochrane,AB,Unknown,480.0,"String on various lights on sky flying on straight line and disappearing one by one on the same spot.  ((""Starlink satellites??))",2020-01-31,Canada,17798,51.19,-114.47,0
2020-01-25,Red Deer,AB,Other,600.0,"Silent, no man baskets, no light, floating in a nortward direction over Red Deer AB about 5:20 PM Jan 25/20",2020-01-31,Canada,75099,52.27,-113.83,0
2020-01-01,Calgary,AB,Light,900.0,"We watched as a row of lights equal distance apart travelled across the sky and disappeared.  ((""Starlink"" satellites??))",2020-01-31,Canada,991432,51.05,-114.06,0
2019-12-29,Spruce Grove,AB,Light,300.0,"12 + lights flying in a straight line then dissapeared at the same spot.  ((""Starlink"" satellites??))",2020-02-07,Canada,17976,53.53,-113.92,0
2019-12-29,Cochrane,AB,Light,900.0,"Fleet of UFO's pass over Cochrane, Ab.  ((""Spacelink"" satellites??))",2020-02-07,Canada,17798,51.19,-114.47,0
2019-12-29,Edson,AB,Light,600.0,Evenly spaced lights in the night sky flying high over head looking like stars.No sounds kept coming over head from the tree line t,2020-02-07,Canada,8069,53.58,-116.42,0
2019-12-29,Mayerthorpe,AB,Light,450.0,"A single silent object with red and white flashing lights seen hovering above the treeline. Lasted 5-10 minutes while I was outside, wa",2020-02-07,Canada,1670,53.95,-115.14,0
2019-12-28,Calgary,AB,Light,150.0,"I noticed what appeared to be a satellite traveling/  ((""Starlink"" satellites??))",2020-02-07,Canada,991432,51.05,-114.06,0
2019-12-27,Wetaskiwin,AB,,300.0,We were travelling southbound on highway 2 just north of wetaskiwin and saw a bright white light pointed at us in the sky. As we travel,2020-02-07,Canada,11327,52.97,-113.38,0
2019-12-18,Cochrane,AB,Triangle,2700.0,My friend and I saw many black triangles with flashing lights flying around us,2019-12-19,Canada,17798,51.19,-114.47,0
2019-12-05,High River,AB,Unknown,900.0,Line of Lights in the early morning sky.  ((NUFORC Note:  Possible Starlink satellites.  PD)),2019-12-19,Canada,9941,50.58,-113.87,0
2019-12-03,Red Deer,AB,Light,240.0,December 3rd 2019 7:04 a.m. .  ((NUFORC Note:  Starlink satellites?  PD)),2019-12-19,Canada,75099,52.27,-113.83,0
2019-12-02,Cochrane,AB,Triangle,180.0,A triangle shaped object with 3 glowing lights left a V shaped cloud before disappearing shortly after it was seen Southwest of Cochran,2019-12-19,Canada,17798,51.19,-114.47,0
2019-11-22,Wetaskiwin,AB,Light,600.0,"Slow fashing red lights with beam of light coming from the front, made no noise and then followed our vehicle for a bit.",2019-12-01,Canada,11327,52.97,-113.38,0
2019-11-22,Millet,AB,Chevron,1800.0,We are 30km S/E of the Edmonton International  Airport. Nice evening. We let our dogs out and went with them to stargaze. We noticed re,2019-12-01,Canada,2167,53.08,-113.47,0
2019-11-15,Airdrie,AB,Sphere,86400.0,"2 round dull orange lights traveling one behind the other, same direction and speed above clouds.",2019-12-01,Canada,25863,51.3,-114.02,0
2019-11-10,Hinton,AB,Sphere,259200.0,Dark green luminous object dropped outta atmosphere rapidly behind mountain,2019-12-01,Canada,10005,53.4,-117.58,0
2019-11-06,Edmonton,AB,Triangle,120.0,"11/06/19 19:25 Edmonton, AB Triangle 2 minutes UFO flying southwest 500 feet above the ground with white and red blinking lights",2019-12-01,Canada,831979,53.57,-113.54,2
2019-11-05,Wembley,AB,Circle,240.0,"While on security watch i seen a big green circle that lit up the field, beside the gravel road, it was travelling in a half circle, th",2019-12-01,Canada,1592,55.15,-119.15,0
2019-10-05,Airdrie,AB,Diamond,60.0,A large diamond black craft was seen silently shoving above apartment complexes and slowly faded into nothing with numerous bright ligh,2019-12-01,Canada,25863,51.3,-114.02,0
2019-10-02,Hanna,AB,Light,432000.0,"Large light flashed across sky very fast, too low to be a meteor and too fast to be a plane.",2019-12-01,Canada,3176,51.63,-111.92,0
2019-10-02,Calmar,AB,Light,600.0,Bright light ascending directly upwards through the clouds then vanishing.,2019-10-04,Canada,2023,53.25,-113.78,0
,Edmonton,AB,Sphere,1728000.0,3 red orbs seen edmonton alberta canada,2019-09-19,Canada,831979,53.57,-113.54,2
2019-09-02,Calgary,AB,Formation,1512000.0,Lights that seemed to be stars in a formation of a triangle dimming out slowly one after the other.,2019-10-04,Canada,991432,51.05,-114.06,0
2019-08-25,Edmonton,AB,Formation,259200.0,Cluster of star like objects moving with incredible speed,2019-09-06,Canada,831979,53.57,-113.54,2
2019-08-20,Calgary,AB,Circle,,5 lights flashing in a row equally spaced apart.  Went on for at least 15 minutes.,2020-01-31,Canada,991432,51.05,-114.06,0
2019-08-16,Calgary,AB,Diamond,3600.0,"((HOAX))  The UFO flew over our local park and everyone freaked out, i documented everything.  ((anonymous report))",2019-08-23,Canada,991432,51.05,-114.06,0
2019-07-26,Calgary,AB,Unknown,450.0,Very very slow and very high bright light moving during the daytime overhead on Nosehill,2019-08-23,Canada,991432,51.05,-114.06,0
2019-07-19,Calgary,AB,Other,300.0,Bright bulb hovering over mountains,2019-07-25,Canada,991432,51.05,-114.06,0
2019-07-10,Edmonton,AB,Changing,5184000.0,"On July 10, 2019 I was leaving work and waiting for a cab when I noticed a bright white ball of light in the sky about 9:45pm.",2019-09-06,Canada,831979,53.57,-113.54,2
2019-07-10,Medicine Hat,AB,Cigar,,"Pyramidal cigar shaped object (with dome) flying rather low in the sky for an aircraft,  with no sound.",2019-07-25,Canada,65113,50.04,-110.69,0
2019-07-10,Grande Prairie,AB,Unknown,3600.0,Many blue dots moving without regard for acceleration or inertia.,2019-07-12,Canada,42712,55.18,-118.8,0
2019-05-27,Red Deer,AB,Light,1512000.0,"Approx 12 light traveling East , appearance similar to satelites at 1am over Red Deer , Alberta.  ((anonymous source))",2019-06-07,Canada,75099,52.27,-113.83,0
2019-05-26,Bonnyville,AB,Light,300.0,Bright lights following one another in a straight line across the sky.  ((NUFORC Note:  String of Space Link satellites.  PD)),2019-06-07,Canada,6073,54.27,-110.75,0
2019-05-20,Edmonton,AB,Disk,600.0,White/grey Disk UFO seen Floating above Edmonton,2019-06-07,Canada,831979,53.57,-113.54,2
2019-04-22,Whitecourt,AB,Triangle,172800.0,"Almost triangle, translucent craft in focus for only a few seconds,  wow.  ((anonymous report))",2019-04-25,Canada,8865,54.13,-115.68,0
2019-04-18,Cochrane,AB,Light,3600.0,I have a video with 2 different angles looks like a antenna but that is why I took 2 different positions,2020-02-07,Canada,17798,51.19,-114.47,0
2019-04-08,Sylvan Lake,AB,Light,259200.0,"High-altitude white dot over Sylvan Lake, Alberta.  It did a curly que upwards and vanished.  3 second sighting.",2019-04-25,Canada,11327,52.31,-114.1,0
2019-04-03,Red Deer,AB,Triangle,432000.0,I was on my back deck when I caught sight of a triangular craft transparent in appearance but I could still distinguish its shape from,2019-04-08,Canada,75099,52.27,-113.83,0
2019-02-03,Spruce Grove,AB,Light,60.0,It was a long yellow orange flash of light falling to earth.,2019-03-14,Canada,17976,53.53,-113.92,0
2019-01-28,High River,AB,Unknown,3600.0,"Heli sound, low elev., circling. Red +green laser (?) light when viewed on approach. Long diamond rectangular. VERY dim but loud.",2019-02-01,Canada,9941,50.58,-113.87,0
2019-01-08,Calgary,AB,Unknown,120.0,Drone like UFO (No lights),2019-01-11,Canada,991432,51.05,-114.06,0
2019-01-01,Calgary,AB,Egg,420.0,White beam of light scanning me like a book during the day playing tennis with my daughter,2019-04-25,Canada,991432,51.05,-114.06,0
2018-12-07,Edmonton,AB,Light,,"Bright light stationary, circling around in an orbit.",2018-12-14,Canada,831979,53.57,-113.54,2
2018-11-19,Edmonton,AB,Unknown,86400.0,Bright white light but had grey circular shapes inside and was huge almost as big as the moon but close.  ((anonymous report)),2018-11-24,Canada,831979,53.57,-113.54,2
2018-10-16,Lethbridge,AB,Disk,300.0,My husband and I were walking home from work up in the sky we saw red lights lined up they were solid not blinking the object moved ver,2018-10-18,Canada,71390,49.69,-112.83,0
2018-08-20,Jasper,AB,Other,86400.0,This sighting was by my phone not me. I was on vacation last year in the Rockie Mountains and took hundreds if not thousands of picture,2019-12-22,Canada,3953,52.88,-118.08,0
2018-08-20,Calgary,AB,Teardrop,900.0,Glowing stars scattered over Calgary Airport.,2018-08-22,Canada,991432,51.05,-114.06,0
2018-07-21,Lethbridge,AB,Light,120.0,A bright white light traveling slowly above my house no sound have pictures & video.  ((anonymous report)),2018-08-10,Canada,71390,49.69,-112.83,0
2018-07-15,Airdrie,AB,Triangle,388800.0,Three lights in triangular formation. Swarmed by 3-5 singular lights moving at varying speeds and directions around triangular light.,2018-07-19,Canada,25863,51.3,-114.02,0
2018-07-13,Slave Lake,AB,Light,900.0,there was two small white light orbs floating in the sky and moving back and forth. They were floating above us and than would zip back,2020-06-25,Canada,7751,55.28,-114.78,0
2018-06-14,Calgary,AB,Circle,,"((HOAX??)) I was looking out my bedroom window, that's when I saw a floatng object, it was green and red.",2018-06-21,Canada,991432,51.05,-114.06,0
2018-05-07,Calgary,AB,Disk,1200.0,((STUDENT REPORT??))  Creepy and unusual sighting at the local library.,2018-05-10,Canada,991432,51.05,-114.06,0
2018-05-05,Coaldale,AB,Unknown,345600.0,Bright light shoots across the sky upward.,2018-05-10,Canada,6391,49.73,-112.62,0
2018-04-15,Canmore,AB,Light,259200.0,Star emitted white light beam and rapidly changed direction.,2018-04-19,Canada,12834,51.09,-115.35,0
2018-03-31,Edmonton,AB,Circle,600.0,My son seen it first from our living room window. He said it looked like a meteor. I looked up and i thought it was the moon. He said b,2018-04-05,Canada,831979,53.57,-113.54,2
2018-01-21,Calgary,AB,Unknown,60.0,"Buzzing UFO, not seen but heard.",2018-01-25,Canada,991432,51.05,-114.06,0
2017-12-14,Edmonton,AB,Other,7200.0,UFO with Vertical Cylinders revolving clockwise surrounded by 3 smaller UFOs,2017-12-21,Canada,831979,53.57,-113.54,2
2017-12-07,Lacombe,AB,Circle,86400.0,"Light in Lacombe, Alberta.",2017-12-08,Canada,10177,52.47,-113.73,0
2017-12-06,Edmonton,AB,Other,1080000.0,Work night shift and while on break at 0330 hours saw what I thought was a plane flying with no marker lights on and made absolutely no,2017-12-08,Canada,831979,53.57,-113.54,2
2017-11-20,Edmonton,AB,Disk,120.0,I was on a break at work and was standing in a parking lot in the University campus area. It was a clear sky with excellent visibility.,2017-11-22,Canada,831979,53.57,-113.54,2
2017-10-27,Athabasca,AB,Rectangle,345600.0,One taller than the trees.  Brilliant gold shine cube and vanished no trace of anything.  ((anonymous report)),2017-11-09,Canada,2569,54.72,-113.27,0
2017-10-23,Wetaskiwin,AB,Triangle,259200.0,Triangle over Alberta.  ((anonymous report)),2017-11-03,Canada,11327,52.97,-113.38,0
2017-10-16,Edmonton,AB,Disk,300.0,Wobbling disk UFO appears in sky travels westward for 5 minutes.,2017-10-19,Canada,831979,53.57,-113.54,2
2017-10-04,Edmonton,AB,Light,300.0,Light orb flew over me on two occasions Oct. 4 2017. First time at 1940 from a West to East direction. No noise and continued East unti,2017-10-05,Canada,831979,53.57,-113.54,2
2017-10-03,Edmonton,AB,Light,3000.0,This report is about a light orb that has flown over me about 6 or 7 times now. This report is unique from the others in that the orb d,2017-10-05,Canada,831979,53.57,-113.54,2
2017-09-27,Edmonton,AB,Sphere,120.0,Melon sized black solid orb flying through sky below clouds mayne 50 m in the air.,2017-10-05,Canada,831979,53.57,-113.54,2
2017-09-27,Banff,AB,Light,60.0,Light with purplish ring.,2017-09-28,Canada,7590,51.17,-115.57,0
2017-09-17,Edmonton,AB,Circle,240.0,Circular glowing white craft travelling across sky makes impossible turn.,2017-10-05,Canada,831979,53.57,-113.54,2
2017-09-09,Lacombe,AB,Light,86400.0,Bright flash of light in central Alberta.,2017-09-12,Canada,10177,52.47,-113.73,0
2017-09-04,Calgary,AB,Cone,259200.0,"I'm security guard, during my patrol, i saw very bright ufo in the skyin…  ((anonymous report))",2017-09-05,Canada,991432,51.05,-114.06,0
2017-09-02,Calgary,AB,Changing,432000.0,I reported this already.  I keep dreaming about it. y dream is always the same the small blue ball of light.  ((anonymous report)),2017-09-12,Canada,991432,51.05,-114.06,0
2017-09-02,Calgary,AB,Changing,432000.0,Blue/White flat oval thing in sky at dusk.  ((anonymous report)),2017-09-05,Canada,991432,51.05,-114.06,0
2017-08-27,Calgary,AB,Other,3888000.0,Triangle UFO spotted at the University of Calgary,2017-09-05,Canada,991432,51.05,-114.06,0
2017-08-23,Barrhead,AB,Diamond,1728000.0,"Diamond shaped, red and blue lights, could see the shape of the craft as it was flying much lower than airplanes but it was black outsi",2017-08-24,Canada,4482,54.12,-114.4,0
2017-08-22,Airdrie,AB,Light,,"Three lights (blue, red, white) flying from SE to NW of Airdrie, spaced 2 minutes apart with no sound.  ((anonymous report))",2017-08-24,Canada,25863,51.3,-114.02,0
2017-08-18,Edmonton,AB,Triangle,172800.0,Solid red object.  Triangular.,2017-08-24,Canada,831979,53.57,-113.54,2
2017-08-11,Edmonton,AB,Other,7200.0,"15 minutes out of Edmonton, Alberta.",2017-08-17,Canada,831979,53.57,-113.54,2
2017-07-30,Lethbridge,AB,Chevron,216000.0,"Seven or nine bright white perfectly round circles of light in a V formation, travelling N to S really fast, with no sound.",2017-08-04,Canada,71390,49.69,-112.83,0
2017-07-16,Pincher Creek,AB,Circle,960.0,"A white object that slowly moved from side to side, it had a white hue and looked like a star in apperance, but moved quite weirdly.",2018-09-13,Canada,3900,49.48,-113.95,0
2017-06-16,Calgary,AB,Formation,360.0,"Craft moving in formation over SW Calgary, then performing aerial stunts",2017-06-22,Canada,991432,51.05,-114.06,0
2017-05-27,Edmonton,AB,Light,300.0,I first saw the light fly almost directly over our home as I was outside on porch at 23 55 hours. The solitary light or orb slowly cros,2017-06-22,Canada,831979,53.57,-113.54,2
2017-05-21,Calgary,AB,Circle,240.0,"2 orange circles fly overhead, before splitting up and disappearing.",2017-06-02,Canada,991432,51.05,-114.06,0
2017-05-13,Lethbridge,AB,Triangle,3000.0,White glowing triangle with 3 smaller glowing spheres.,2017-05-15,Canada,71390,49.69,-112.83,0
2017-05-10,Canmore,AB,Chevron,120.0,"Black, chevron-shape craft silently flew North east over Canmore Ab.",2017-05-11,Canada,12834,51.09,-115.35,0
2017-05-02,Edmonton,AB,Light,60.0,where are all the pictures....with everyone owning a cell phone these days....,2017-05-06,Canada,831979,53.57,-113.54,2
2017-04-29,Athabasca,AB,Disk,432000.0,"Saucer shape with 4 windows, not clear about the color",2017-05-06,Canada,2569,54.72,-113.27,0
2017-03-24,Leduc,AB,Triangle,1050.0,"Two triangular aircrafts moving very hastily and quickly, one with a blinding light and the other with 3 lights in a triangular form.",2017-04-07,Canada,15682,53.26,-113.56,0
2017-02-26,Calmar,AB,Other,1200.0,Mutiples of 3 green v shaped objects flying in green beam.,2017-06-02,Canada,2023,53.25,-113.78,0
2017-02-17,Edmonton,AB,Light,1200.0,Strange Lights over Edmonton's northern skies [dusk].,2017-02-22,Canada,831979,53.57,-113.54,2
2017-01-13,Calgary,AB,Unknown,,UFO follows jet while jet lands,2017-01-19,Canada,991432,51.05,-114.06,0
2016-12-18,Wetaskiwin,AB,Light,240.0,Bright Red Light Seen by Roommate and Myself in Northren sky moving West to East.,2016-12-21,Canada,11327,52.97,-113.38,0
2016-11-16,Banff,AB,Disk,600.0,Flying disk shape saucer seen over tunnel mountain in Banff.,2016-12-05,Canada,7590,51.17,-115.57,0
2016-11-13,Grande Prairie,AB,Light,345600.0,"I went outside onto my deck.  A single light, very visible in the sky, travelled parallel to the horizon for no more than 4 seconds.  I",2016-12-05,Canada,42712,55.18,-118.8,0
2016-11-08,Edmonton,AB,Light,345600.0,Very High Flash of Light.,2016-11-11,Canada,831979,53.57,-113.54,2
2016-10-10,Edmonton,AB,Sphere,432000.0,"7 objects on video footage recorded with a drone during daytime full HD video available.  ((NUFORC Note:  Not ufos, we suspect?  PD))",2016-11-04,Canada,831979,53.57,-113.54,2
2016-09-15,Sundre,AB,Light,864000.0,"Live about 25km west of Sundre, Alberta.  Never seen a UFO or reported same, so this is a first.   Walking down driveway, in a south ea",2016-09-22,Canada,2412,51.8,-114.65,0
2016-09-10,Jasper,AB,Fireball,1200.0,UFO immobile then hovering the town of Jasper to disappear right over our car…,2016-09-30,Canada,3953,52.88,-118.08,0
2016-07-15,Edmonton,AB,Triangle,300.0,Triangle of pulsating lights (plus 2 below).  Lights appeared towards the tail end of the storm clouds.,2016-07-22,Canada,831979,53.57,-113.54,2
2016-07-10,Edmonton,AB,Egg,60.0,"Watched 5 luminous balls, in triangle formation.",2016-07-22,Canada,831979,53.57,-113.54,2
2016-07-06,Grande Prairie,AB,Light,1200.0,Glowing orb lights coming out of what looked like northern lights.,2016-07-15,Canada,42712,55.18,-118.8,0
2016-07-01,Lethbridge,AB,Light,900.0,"Red object with severe elevation changes and erratic movements during fireworks show in Lethbridge, Alberta.",2016-07-08,Canada,71390,49.69,-112.83,0
2016-05-05,Wetaskiwin,AB,Disk,,((HOAX??))  Flew over a school in wetaskiwin Alberta and was looking like it was going down.  ((anonymous report)),2016-05-06,Canada,11327,52.97,-113.38,0
2016-05-01,Camrose,AB,Triangle,432000.0,3 lights in perfect triangle move fast from north to south in night sky.  ((anonymous report)),2016-05-06,Canada,15889,53.02,-112.84,0
2016-04-17,Calgary,AB,Triangle,,"Group of of triangular objects in a triangle formation passed from S to N over the W side of Calgary, AB.  ((anonymous))",2016-04-22,Canada,991432,51.05,-114.06,0
2016-04-14,Grande Prairie,AB,Light,900.0,"Bright light appears in the sky, and two lights shoot off of it in varying directions.",2016-04-15,Canada,42712,55.18,-118.8,0
2016-04-10,Calgary,AB,Formation,475200.0,Luminious bird like objects crossing the sky.,2016-04-15,Canada,991432,51.05,-114.06,0
2016-01-30,Grande Prairie,AB,Light,3600.0,"Saw a blinking light in the sky, at first I thought it was a plane but then I noticed how it was moving.  ((NUFORC Note:  Sirius?  PD))",2016-02-04,Canada,42712,55.18,-118.8,0
2016-01-02,Whitecourt,AB,Flash,,"Quick, bright flash in the sky.",2016-01-05,Canada,8865,54.13,-115.68,0
2015-12-31,Grande Prairie,AB,Formation,180.0,6 objects in single file flying eastward over the South end of the city.,2016-01-05,Canada,42712,55.18,-118.8,0
2015-12-10,Edmonton,AB,Light,60.0,"I was looking to see one again, and there it was.",2015-12-17,Canada,831979,53.57,-113.54,2
2015-11-28,Calgary,AB,Changing,180.0,"Cloud oddly changed formation, split in two and formed a light streak on a sunny, clear morning.",2015-12-03,Canada,991432,51.05,-114.06,0
2015-11-26,Edmonton,AB,Light,86400.0,Bright white light appeared at top of atmosphere then beamed straight down towards the earth in a split second.,2017-03-10,Canada,831979,53.57,-113.54,2
2015-10-29,Edson,AB,Sphere,172800.0,Large flash of light the looked like Saturn.,2015-11-06,Canada,8069,53.58,-116.42,0
2015-10-16,High Prairie,AB,Diamond,14400.0,"At first it looked like a star, moving crazy. i grabbed my binoculars and it was diamond shaped. ive never seen so many colors flash at",2015-10-16,Canada,2912,55.43,-116.48,0
2015-10-15,Edson,AB,Sphere,600.0,Flying object 3 lights red green and blue.,2015-10-16,Canada,8069,53.58,-116.42,0
2015-10-07,Calgary,AB,Light,302400.0,Fast blue light or orb over Calgary.,2015-10-09,Canada,991432,51.05,-114.06,0
2015-10-07,Cochrane,AB,Triangle,1728000.0,UFO that appeared to look like two attached triangles facing downwards shooting through the sky,2015-11-26,Canada,17798,51.19,-114.47,0
2015-09-09,Edmonton,AB,Fireball,360.0,Large orange glowing orb over southeast Edmonton.,2015-09-11,Canada,831979,53.57,-113.54,2
2015-09-02,Mayerthorpe,AB,Sphere,600.0,On 2nd of  Sept. 2015  6 lights in the western sky at sunset .. they were in  a staggered formation. Direction North to South. Site,2015-09-11,Canada,1670,53.95,-115.14,0
2015-08-17,Edmonton,AB,Light,300.0,White light seen moving across the night sky,2015-08-27,Canada,831979,53.57,-113.54,2
2015-08-13,Olds,AB,Triangle,90.0,Silent moving gliding triangle craft outlined by what looked like ripples that were transparent,2015-08-27,Canada,7028,51.78,-114.1,0
2015-08-12,Bow Island,AB,Triangle,388800.0,FAST low flying silent triangle.,2015-08-13,Canada,1813,49.87,-111.37,0
2015-08-04,Edmonton,AB,Other,2592000.0,"I saw this strange, what looked like a shaft with four wings coming off it sitting in the sky.  ((NUFORC Note:  Insect in flight.  PD))",2015-08-06,Canada,831979,53.57,-113.54,2
2015-07-29,Edmonton,AB,Light,120.0,"Witnessing three light objects above Edmonton, Alberta, Canada at 10:45 pm July 29, 2015.",2015-07-31,Canada,831979,53.57,-113.54,2
2015-07-20,Edmonton,AB,Circle,,"Daylight sighting of multiple objects over Edmonton, AB-recorded on two devices by family at park.",2015-07-23,Canada,831979,53.57,-113.54,2
2015-07-20,Two Hills,AB,Light,1800.0,"Me my sister and her two friends were having a campfire I am age 20 they are are 14-15, I was supervising them when I seen the first li",2015-07-23,Canada,1161,53.72,-111.75,0
2015-07-01,Calgary,AB,Light,90.0,"Saw a green star-like object hovering, then it shot off several kilometers in 1-2 seconds at an incredible speed, hovered & disapeared.",2015-07-03,Canada,991432,51.05,-114.06,0
2015-06-11,Drayton Valley,AB,,120.0,Driving on a rural road in drayton valley Alberta on Thursday june 11 at/or near midnight I was driving my friend to a remote house on,2015-06-15,Canada,6171,53.22,-114.98,0
2015-06-07,Olds,AB,Triangle,864000.0,Two triangles flying in formation.,2015-06-15,Canada,7028,51.78,-114.1,0
2015-06-07,Edmonton,AB,Light,300.0,Group of 7 glowing amber lights flying  in the sky.,2015-06-15,Canada,831979,53.57,-113.54,2
2015-05-19,Calgary,AB,Light,2592000.0,Looked up at the night sky and saw two pinpoints of bright white light chasing each other very quickly through my line of vision.,2015-05-22,Canada,991432,51.05,-114.06,0
2015-05-18,Ponoka,AB,Unknown,7200.0,Saw a bright yellow light in the lower WNW sky last night for over 2 hours.,2015-05-22,Canada,6734,52.68,-113.57,0
2015-05-18,Ponoka,AB,Unknown,7200.0,"Some additional info for my report of May 19, 2015 observation by Ponoka, AB. Canada  NOT Venus.",2015-05-22,Canada,6734,52.68,-113.57,0
2015-05-13,Edmonton,AB,Triangle,180.0,"Seen “pods” of about 5-10 In each, small triangle shape that were very bright/white, and there were about five separate “pods” of them.",2020-08-20,Canada,831979,53.57,-113.54,2
2015-05-01,Spruce Grove,AB,Sphere,1296000.0,Big orange ball of light with glowing orb around the ball. (energy field),2015-05-08,Canada,17976,53.53,-113.92,0
2015-04-26,Edmonton,AB,Formation,600.0,"Two lights move towards each other, followed by a complete formation appearing, Edmonton, AB.",2015-04-30,Canada,831979,53.57,-113.54,2
2015-04-09,Grande Prairie,AB,Unknown,180.0,I pointed at this one spot that looked like 2 stars chasing each other.,2015-04-17,Canada,42712,55.18,-118.8,0
2015-04-08,Calgary,AB,Light,1728000.0,Movement in the Big Dipper.,2015-04-17,Canada,991432,51.05,-114.06,0
2015-04-05,Medicine Hat,AB,Fireball,5184000.0,Two Round Reddish Orange Glowing Balls Seen Flying Over City.,2015-04-08,Canada,65113,50.04,-110.69,0
