"lat","lng","freq","city","state","state_code","mean_dur"
39.2314,-77.2617,6,"clarksburg","maryland","MD",579318
39.2315,-120.0017,1,"crystal bay","nevada","NV",60
39.2318,-104.892,2,"larkspur","colorado","CO",216450
39.2322,-86.6232,2,"ellettsville","indiana","IN",972150
39.2325,-84.1532,5,"goshen","ohio","OH",774
39.234,-121.1381,2,"rough and ready","california","CA",1296210
39.2345,-92.2823,1,"sturgeon","missouri","MO",1050
39.2355,-76.6367,1,"baltimore highlands","maryland","MD",NA
39.2391,-94.3019,1,"missouri city","missouri","MO",900
39.2394,-94.4191,9,"liberty","missouri","MO",648580.666666667
