"state","year","freq","state_code","mean_dur"
"kansas",1983,1,"KS",1296000
"kansas",1985,2,"KS",900
"kansas",1987,3,"KS",1298420
"kansas",1989,1,"KS",2592000
"kansas",1991,2,"KS",3600
"kansas",1994,2,"KS",432030
"kansas",1996,2,"KS",864150
"kansas",1999,2,"KS",345630
"kansas",2000,2,"KS",972600
"kansas",2001,3,"KS",620
"kansas",2002,2,"KS",648300
"kansas",2003,2,"KS",648000
"kansas",2004,1,"KS",180
"kansas",2005,5,"KS",1209780
"kansas",2006,28,"KS",450022.2
"kansas",2007,44,"KS",307473.625
"kansas",2008,27,"KS",712903.8
"kansas",2009,35,"KS",329740
"kansas",2010,47,"KS",268374.333333333
"kansas",2011,41,"KS",422496.487179487
"kansas",2012,54,"KS",902023.823529412
"kansas",2013,48,"KS",319116.976744186
"kansas",2014,66,"KS",447404.745762712
"kansas",2015,41,"KS",235536.923076923
"kansas",2016,41,"KS",435086.052631579
"kansas",2017,48,"KS",312497.045454545
"kansas",2018,30,"KS",275404.285714286
"kansas",2019,38,"KS",417988
"kansas",2020,64,"KS",358346.568627451
"kansas",2021,4,"KS",576220
"kansas",NA,13,"KS",87320
"kentucky",1943,1,"KY",1800
"kentucky",1950,1,"KY",60
"kentucky",1956,1,"KY",NA
"kentucky",1958,1,"KY",3888000
"kentucky",1960,1,"KY",7776000
"kentucky",1962,1,"KY",90
"kentucky",1965,1,"KY",1200
"kentucky",1967,2,"KY",690
"kentucky",1968,3,"KY",900
"kentucky",1970,2,"KY",690
"kentucky",1973,3,"KY",950
"kentucky",1974,6,"KY",324975
"kentucky",1975,3,"KY",680
"kentucky",1976,2,"KY",432150
"kentucky",1977,4,"KY",9150
"kentucky",1979,1,"KY",60
"kentucky",1980,2,"KY",900
"kentucky",1981,2,"KY",433800
"kentucky",1982,2,"KY",900
"kentucky",1984,4,"KY",600
"kentucky",1986,3,"KY",150
"kentucky",1987,1,"KY",300
"kentucky",1988,3,"KY",864100
"kentucky",1989,1,"KY",180
"kentucky",1990,2,"KY",675
"kentucky",1991,1,"KY",300
"kentucky",1992,2,"KY",1200
"kentucky",1993,4,"KY",550
"kentucky",1994,5,"KY",1814598
"kentucky",1995,3,"KY",210
"kentucky",1996,1,"KY",900
"kentucky",1997,2,"KY",1080090
"kentucky",1998,1,"KY",90
"kentucky",1999,2,"KY",2593350
"kentucky",2000,1,"KY",660
"kentucky",2001,3,"KY",1050
"kentucky",2002,2,"KY",10
"kentucky",2003,3,"KY",600
"kentucky",2004,3,"KY",180
"kentucky",2005,7,"KY",679285.714285714
"kentucky",2006,38,"KY",178436.193548387
"kentucky",2007,48,"KY",209254.23255814
"kentucky",2008,62,"KY",187924.719298246
"kentucky",2009,49,"KY",226216.788888889
"kentucky",2010,48,"KY",330657.636363636
"kentucky",2011,69,"KY",368365.449152542
"kentucky",2012,58,"KY",586060.188679245
"kentucky",2013,89,"KY",655726.363636364
"kentucky",2014,79,"KY",293510.735294118
"kentucky",2015,60,"KY",336780.576923077
"kentucky",2016,47,"KY",345488.863636364
"kentucky",2017,52,"KY",466681.170212766
"kentucky",2018,36,"KY",272712
"kentucky",2019,61,"KY",525467.547169811
"kentucky",2020,74,"KY",347475.692307692
"kentucky",2021,3,"KY",2250
"kentucky",NA,21,"KY",932088.461538462
"louisiana",1945,1,"LA",600
"louisiana",1953,1,"LA",300
"louisiana",1958,1,"LA",7776000
"louisiana",1962,1,"LA",240
"louisiana",1964,1,"LA",300
"louisiana",1965,2,"LA",3456000
"louisiana",1967,1,"LA",60
"louisiana",1969,1,"LA",NA
"louisiana",1973,1,"LA",345600
"louisiana",1974,5,"LA",1382417
"louisiana",1975,2,"LA",18000
"louisiana",1976,2,"LA",180
"louisiana",1977,1,"LA",1200
"louisiana",1978,3,"LA",300
"louisiana",1979,4,"LA",648225
"louisiana",1980,1,"LA",360
"louisiana",1981,1,"LA",360
"louisiana",1982,2,"LA",432600
"louisiana",1983,2,"LA",108150
"louisiana",1985,2,"LA",1050
"louisiana",1987,1,"LA",15
"louisiana",1988,3,"LA",1100
"louisiana",1989,2,"LA",300
"louisiana",1990,2,"LA",259200
"louisiana",1993,1,"LA",120
"louisiana",1994,2,"LA",3240000
"louisiana",1996,2,"LA",1620000
"louisiana",1997,1,"LA",600
"louisiana",1998,4,"LA",54930
"louisiana",1999,2,"LA",1050
"louisiana",2000,4,"LA",432820
"louisiana",2001,1,"LA",300
"louisiana",2002,1,"LA",900
"louisiana",2003,1,"LA",5184000
"louisiana",2004,1,"LA",3456000
"louisiana",2005,4,"LA",2797.5
"louisiana",2006,22,"LA",593349.722222222
"louisiana",2007,22,"LA",327370
"louisiana",2008,42,"LA",101482.125
"louisiana",2009,54,"LA",228654.705882353
"louisiana",2010,26,"LA",318735.192307692
"louisiana",2011,29,"LA",436223.652173913
"louisiana",2012,40,"LA",418797.857142857
"louisiana",2013,47,"LA",383029.333333333
"louisiana",2014,99,"LA",522607.863636364
"louisiana",2015,59,"LA",451074.807692308
"louisiana",2016,44,"LA",130457.142857143
"louisiana",2017,30,"LA",412304.444444444
"louisiana",2018,21,"LA",484111.428571429
"louisiana",2019,38,"LA",271671.909090909
"louisiana",2020,31,"LA",97640.7931034483
"louisiana",NA,9,"LA",36972
"maine",1946,1,"ME",864000
"maine",1964,1,"ME",3600
"maine",1967,1,"ME",300
"maine",1974,1,"ME",120
"maine",1984,1,"ME",900
"maine",1992,1,"ME",300
"maine",1995,2,"ME",1200
"maine",1999,1,"ME",120
"maine",2002,2,"ME",5550
"maine",2005,1,"ME",900
"maine",2006,5,"ME",547.5
"maine",2007,4,"ME",217.5
"maine",2008,6,"ME",108200
"maine",2009,6,"ME",174582
"maine",2010,7,"ME",679149.142857143
"maine",2011,10,"ME",261688.5
"maine",2012,31,"ME",334114.137931034
"maine",2013,18,"ME",270836.470588235
"maine",2014,20,"ME",546446.842105263
"maine",2015,14,"ME",236105.454545455
"maine",2016,14,"ME",133587.692307692
"maine",2017,3,"ME",390
"maine",2018,5,"ME",961200
"maine",2019,7,"ME",1148305.71428571
"maine",2020,16,"ME",216835
"maine",NA,3,"ME",750
"maryland",1946,1,"MD",600
"maryland",1948,2,"MD",94
"maryland",1949,1,"MD",150
"maryland",1950,1,"MD",600
"maryland",1960,1,"MD",300
"maryland",1963,2,"MD",60
"maryland",1964,1,"MD",2592000
"maryland",1965,1,"MD",300
"maryland",1966,1,"MD",300
"maryland",1967,1,"MD",300
"maryland",1968,2,"MD",60
"maryland",1970,1,"MD",300
"maryland",1971,1,"MD",900
"maryland",1973,4,"MD",345
"maryland",1975,4,"MD",3340
"maryland",1977,6,"MD",1728210
"maryland",1978,1,"MD",180
"maryland",1979,4,"MD",86467.5
"maryland",1981,1,"MD",1800
"maryland",1984,1,"MD",900
"maryland",1985,1,"MD",NA
"maryland",1988,1,"MD",3
"maryland",1989,3,"MD",87700
"maryland",1990,3,"MD",1350
"maryland",1992,3,"MD",640
"maryland",1993,4,"MD",202965
"maryland",1994,1,"MD",120
"maryland",1995,1,"MD",300
"maryland",1996,2,"MD",600
"maryland",1997,1,"MD",600
"maryland",1998,2,"MD",120
"maryland",2000,2,"MD",300
"maryland",2001,1,"MD",1800
"maryland",2002,8,"MD",238263.75
"maryland",2004,2,"MD",1598400
"maryland",2005,1,"MD",1500
"maryland",2006,24,"MD",180836.086956522
"maryland",2007,37,"MD",441035.142857143
"maryland",2008,51,"MD",247366.042553191
"maryland",2009,36,"MD",1178364.41176471
"maryland",2010,39,"MD",239815
"maryland",2011,63,"MD",97132.7777777778
"maryland",2012,98,"MD",344523.956043956
"maryland",2013,91,"MD",285840.722891566
"maryland",2014,124,"MD",499951.578947368
"maryland",2015,92,"MD",753008.795180723
"maryland",2016,81,"MD",346890
"maryland",2017,84,"MD",461802.077922078
"maryland",2018,47,"MD",239033.571428571
"maryland",2019,49,"MD",396943.695652174
"maryland",2020,63,"MD",261438.888888889
"maryland",2021,6,"MD",518700
"maryland",NA,8,"MD",847110.2
"massachusetts",1953,1,"MA",180
"massachusetts",1956,1,"MA",2700
"massachusetts",1959,1,"MA",3456000
"massachusetts",1960,1,"MA",1200
"massachusetts",1962,1,"MA",300
"massachusetts",1965,1,"MA",60
"massachusetts",1968,1,"MA",1200
"massachusetts",1971,1,"MA",3600
"massachusetts",1973,1,"MA",NA
"massachusetts",1975,1,"MA",120
"massachusetts",1976,3,"MA",576140
"massachusetts",1977,2,"MA",675
"massachusetts",1978,2,"MA",225
"massachusetts",1983,3,"MA",200
"massachusetts",1985,2,"MA",432150
"massachusetts",1986,1,"MA",120
"massachusetts",1987,2,"MA",240
"massachusetts",1988,2,"MA",648360
"massachusetts",1990,3,"MA",605700
"massachusetts",1991,1,"MA",180
"massachusetts",1994,4,"MA",194970
"massachusetts",1995,1,"MA",900
"massachusetts",1996,1,"MA",3600
"massachusetts",1997,3,"MA",580
"massachusetts",2004,2,"MA",432255
"massachusetts",2005,3,"MA",740
"massachusetts",2006,19,"MA",275538.947368421
"massachusetts",2007,25,"MA",302624.325
"massachusetts",2008,27,"MA",218375.48
"massachusetts",2009,30,"MA",361055.769230769
"massachusetts",2010,41,"MA",539787.703125
"massachusetts",2011,42,"MA",214336.675
"massachusetts",2012,67,"MA",361901.129032258
"massachusetts",2013,93,"MA",347203.902439024
"massachusetts",2014,83,"MA",358996.8
"massachusetts",2015,63,"MA",459778.909090909
"massachusetts",2016,39,"MA",529408.181818182
"massachusetts",2017,42,"MA",527258.918918919
"massachusetts",2018,23,"MA",368383.5
"massachusetts",2019,35,"MA",468116.25
"massachusetts",2020,57,"MA",444972.615384615
"massachusetts",NA,8,"MA",1454450
"michigan",1947,1,"MI",1200
"michigan",1950,1,"MI",600
"michigan",1954,2,"MI",561600
"michigan",1955,1,"MI",1800
"michigan",1957,1,"MI",300
"michigan",1959,1,"MI",1800
"michigan",1962,2,"MI",375
"michigan",1963,1,"MI",120
"michigan",1964,3,"MI",560
"michigan",1965,4,"MI",288190
"michigan",1966,7,"MI",157008
"michigan",1968,2,"MI",1830
"michigan",1969,1,"MI",2592000
"michigan",1970,4,"MI",129690
"michigan",1971,1,"MI",3456000
"michigan",1972,1,"MI",NA
"michigan",1973,3,"MI",700
"michigan",1974,3,"MI",950
"michigan",1975,4,"MI",4635
"michigan",1976,4,"MI",1057.5
"michigan",1977,7,"MI",62425.7142857143
"michigan",1978,8,"MI",1263.75
"michigan",1979,4,"MI",735
"michigan",1980,6,"MI",518712
"michigan",1981,2,"MI",2400
"michigan",1982,2,"MI",750
"michigan",1983,6,"MI",552
"michigan",1984,1,"MI",1500
"michigan",1986,6,"MI",432920
"michigan",1987,3,"MI",540
"michigan",1988,3,"MI",120
"michigan",1990,6,"MI",448.333333333333
"michigan",1991,4,"MI",918067.5
"michigan",1992,1,"MI",120
"michigan",1993,2,"MI",480
"michigan",1994,5,"MI",1212
"michigan",1995,11,"MI",707344.090909091
"michigan",1996,4,"MI",216203.75
"michigan",1997,11,"MI",410916.666666667
"michigan",1998,7,"MI",831.428571428571
"michigan",1999,8,"MI",1161442.5
"michigan",2000,2,"MI",90
"michigan",2001,4,"MI",489620
"michigan",2002,3,"MI",29500
"michigan",2003,3,"MI",432150
"michigan",2004,4,"MI",302.666666666667
"michigan",2005,10,"MI",170025
"michigan",2006,70,"MI",327019.152542373
"michigan",2007,111,"MI",383406.370192308
"michigan",2008,112,"MI",559593.069306931
"michigan",2009,97,"MI",322708.528409091
"michigan",2010,93,"MI",417681.398809524
"michigan",2011,126,"MI",382032.410714286
"michigan",2012,179,"MI",312869.790419162
"michigan",2013,145,"MI",646156.278195489
"michigan",2014,147,"MI",454737.045454545
"michigan",2015,145,"MI",617475.725806452
"michigan",2016,119,"MI",468976.153846154
"michigan",2017,117,"MI",583480.188679245
"michigan",2018,50,"MI",318711.951219512
"michigan",2019,98,"MI",351267.466666667
"michigan",2020,149,"MI",384037.090909091
"michigan",2021,8,"MI",864300
"michigan",NA,17,"MI",432840
"minnesota",1949,1,"MN",240
"minnesota",1950,1,"MN",600
"minnesota",1952,1,"MN",1800
"minnesota",1960,1,"MN",NA
"minnesota",1964,1,"MN",360
"minnesota",1967,2,"MN",240
"minnesota",1968,3,"MN",340
"minnesota",1974,2,"MN",90000
"minnesota",1975,4,"MN",220
"minnesota",1976,2,"MN",195
"minnesota",1977,1,"MN",7200
"minnesota",1978,2,"MN",300
"minnesota",1979,2,"MN",900
"minnesota",1980,3,"MN",860
"minnesota",1981,1,"MN",3600
"minnesota",1982,2,"MN",90
"minnesota",1983,2,"MN",60
"minnesota",1984,1,"MN",300
"minnesota",1985,1,"MN",NA
"minnesota",1986,1,"MN",900
"minnesota",1987,3,"MN",864080
"minnesota",1988,3,"MN",1008200
"minnesota",1989,1,"MN",1800
"minnesota",1991,1,"MN",120
"minnesota",1992,2,"MN",1296300
"minnesota",1993,2,"MN",432030
"minnesota",1994,1,"MN",180
"minnesota",1996,4,"MN",65385
"minnesota",1997,4,"MN",648975
"minnesota",1998,3,"MN",388860
"minnesota",1999,3,"MN",259500
"minnesota",2000,4,"MN",161.25
"minnesota",2001,3,"MN",925
"minnesota",2002,3,"MN",1728380
"minnesota",2003,1,"MN",60
"minnesota",2004,7,"MN",794976
"minnesota",2005,10,"MN",752316
"minnesota",2006,41,"MN",398662.525
"minnesota",2007,48,"MN",614106.204545455
"minnesota",2008,48,"MN",420080.869565217
"minnesota",2009,57,"MN",312518.270833333
"minnesota",2010,51,"MN",211603.043478261
"minnesota",2011,69,"MN",163005.325757576
"minnesota",2012,129,"MN",351712.20338983
"minnesota",2013,120,"MN",486867.5
"minnesota",2014,95,"MN",464628.705882353
"minnesota",2015,133,"MN",303091.293103448
"minnesota",2016,73,"MN",550140.454545455
"minnesota",2017,71,"MN",311137.894736842
"minnesota",2018,45,"MN",445210.243902439
"minnesota",2019,113,"MN",294104.27184466
"minnesota",2020,110,"MN",165033.06122449
"minnesota",2021,2,"MN",1296000
"minnesota",NA,16,"MN",402810
"mississippi",1950,1,"MS",600
"mississippi",1963,2,"MS",390
"mississippi",1967,1,"MS",300
"mississippi",1968,1,"MS",900
"mississippi",1969,1,"MS",300
"mississippi",1970,1,"MS",NA
"mississippi",1971,1,"MS",NA
"mississippi",1974,1,"MS",7200
"mississippi",1975,2,"MS",1200
"mississippi",1977,4,"MS",1944052.5
"mississippi",1978,4,"MS",667.5
"mississippi",1979,2,"MS",216060
"mississippi",1982,2,"MS",2116800
"mississippi",1986,1,"MS",864000
"mississippi",1987,1,"MS",NA
"mississippi",1988,2,"MS",165
"mississippi",1989,3,"MS",60
"mississippi",1992,2,"MS",5490
"mississippi",1994,2,"MS",106.75
"mississippi",1995,3,"MS",400
"mississippi",1998,2,"MS",461.25
"mississippi",2000,1,"MS",120
"mississippi",2001,3,"MS",2030400
"mississippi",2002,1,"MS",240
"mississippi",2003,2,"MS",194550
"mississippi",2004,3,"MS",1440300
"mississippi",2005,4,"MS",288340
"mississippi",2006,11,"MS",265060.888888889
"mississippi",2007,20,"MS",678284
"mississippi",2008,19,"MS",254848.676470588
"mississippi",2009,23,"MS",494254.736842105
"mississippi",2010,17,"MS",96641.9642857143
"mississippi",2011,21,"MS",114560.526315789
"mississippi",2012,42,"MS",146817.5
"mississippi",2013,35,"MS",336418
"mississippi",2014,36,"MS",984712.727272727
"mississippi",2015,36,"MS",675802.75862069
"mississippi",2016,27,"MS",345673.75
"mississippi",2017,23,"MS",506524.5
"mississippi",2018,22,"MS",420648.333333333
"mississippi",2019,30,"MS",456450
"mississippi",2020,24,"MS",73505
"mississippi",2021,5,"MS",820932
"mississippi",NA,11,"MS",1896
"missouri",1930,1,"MO",1200
"missouri",1952,1,"MO",90
"missouri",1955,1,"MO",NA
"missouri",1956,1,"MO",300
"missouri",1961,1,"MO",NA
"missouri",1962,1,"MO",180
"missouri",1963,2,"MO",7200
"missouri",1964,2,"MO",605
"missouri",1965,3,"MO",690
"missouri",1966,1,"MO",900
"missouri",1967,1,"MO",NA
"missouri",1968,2,"MO",300
"missouri",1969,2,"MO",3660
"missouri",1970,2,"MO",1425
"missouri",1971,3,"MO",200
"missouri",1972,1,"MO",390
"missouri",1973,1,"MO",7200
"missouri",1974,3,"MO",648600
"missouri",1975,2,"MO",675
"missouri",1976,3,"MO",64830
"missouri",1978,4,"MO",65737.5
"missouri",1979,3,"MO",117900
"missouri",1980,3,"MO",88100
"missouri",1981,2,"MO",1950
"missouri",1982,2,"MO",1500
"missouri",1983,3,"MO",840
"missouri",1984,5,"MO",474
"missouri",1985,3,"MO",2160
"missouri",1986,1,"MO",691200
"missouri",1987,5,"MO",558
"missouri",1989,2,"MO",902.25
"missouri",1990,3,"MO",220
"missouri",1991,2,"MO",270
"missouri",1992,2,"MO",3888030
"missouri",1993,1,"MO",5184000
"missouri",1994,3,"MO",360
"missouri",1995,1,"MO",60
"missouri",1996,4,"MO",43567.5
"missouri",1997,4,"MO",346072.5
"missouri",1998,6,"MO",691248
"missouri",1999,4,"MO",645
"missouri",2000,6,"MO",792655
"missouri",2001,3,"MO",480
"missouri",2002,1,"MO",900
"missouri",2004,6,"MO",630
"missouri",2005,11,"MO",271685.454545455
"missouri",2006,51,"MO",487224.217391304
"missouri",2007,103,"MO",461078.75
"missouri",2008,93,"MO",524376.813953488
"missouri",2009,78,"MO",327093.638888889
"missouri",2010,108,"MO",339979.04787234
"missouri",2011,124,"MO",749999.407894737
"missouri",2012,163,"MO",530073.274647887
"missouri",2013,95,"MO",389183.93258427
"missouri",2014,127,"MO",223676.153846154
"missouri",2015,88,"MO",479328.243243243
"missouri",2016,94,"MO",506470.843373494
"missouri",2017,101,"MO",522604.534883721
"missouri",2018,53,"MO",811280
"missouri",2019,111,"MO",432893.388888889
"missouri",2020,115,"MO",631535.753424658
"missouri",2021,9,"MO",125400
"missouri",NA,25,"MO",4980
"montana",1963,1,"MT",3600
"montana",1965,1,"MT",180
"montana",1966,2,"MT",720
"montana",1968,1,"MT",90
"montana",1969,2,"MT",1350
"montana",1970,1,"MT",1
"montana",1972,1,"MT",2592000
"montana",1982,2,"MT",130050
"montana",1986,1,"MT",60
"montana",1987,1,"MT",60
"montana",1990,1,"MT",259200
"montana",1991,1,"MT",900
"montana",1992,1,"MT",600
"montana",1993,2,"MT",865800
"montana",1994,1,"MT",300
"montana",1995,2,"MT",600
"montana",1996,1,"MT",259200
"montana",1997,3,"MT",450
"montana",1999,2,"MT",1296900
"montana",2000,2,"MT",1296120
"montana",2001,2,"MT",1728000
"montana",2002,1,"MT",NA
"montana",2003,4,"MT",432450
"montana",2005,8,"MT",2076
"montana",2006,18,"MT",385745.454545455
"montana",2007,20,"MT",350728.888888889
"montana",2008,18,"MT",103537.058823529
"montana",2009,28,"MT",126272.84
"montana",2010,27,"MT",100150.5
"montana",2011,43,"MT",141718.638888889
"montana",2012,65,"MT",365854
"montana",2013,49,"MT",466628
"montana",2014,52,"MT",383913.333333333
"montana",2015,56,"MT",302144.081632653
"montana",2016,44,"MT",330710.526315789
"montana",2017,47,"MT",307970.454545455
"montana",2018,27,"MT",433781.25
"montana",2019,59,"MT",279245.294117647
"montana",2020,52,"MT",227571.176470588
"montana",NA,4,"MT",330
"nebraska",1953,1,"NE",2250
"nebraska",1958,1,"NE",NA
"nebraska",1960,1,"NE",1800
"nebraska",1961,1,"NE",300
"nebraska",1964,1,"NE",300
"nebraska",1965,1,"NE",1200
"nebraska",1966,1,"NE",NA
"nebraska",1967,1,"NE",NA
"nebraska",1969,1,"NE",2592000
"nebraska",1975,1,"NE",180
"nebraska",1976,1,"NE",120
"nebraska",1979,1,"NE",120
"nebraska",1980,3,"NE",288160
"nebraska",1981,2,"NE",150
"nebraska",1984,1,"NE",300
"nebraska",1985,3,"NE",1440750
"nebraska",1988,1,"NE",390
"nebraska",1990,1,"NE",7689600
"nebraska",1991,1,"NE",480
"nebraska",1993,1,"NE",3600
"nebraska",1994,2,"NE",330
"nebraska",1995,1,"NE",1800
"nebraska",1997,1,"NE",NA
"nebraska",1999,1,"NE",300
"nebraska",2000,2,"NE",630
"nebraska",2001,1,"NE",180
"nebraska",2002,3,"NE",600
"nebraska",2003,4,"NE",270038.75
"nebraska",2004,2,"NE",1296150
"nebraska",2005,1,"NE",1200
"nebraska",2006,18,"NE",486762.8125
"nebraska",2007,28,"NE",542808.6
"nebraska",2008,17,"NE",263386
"nebraska",2009,25,"NE",678955.909090909
"nebraska",2010,36,"NE",384276.893939394
"nebraska",2011,26,"NE",192987.6
"nebraska",2012,42,"NE",291605.789473684
"nebraska",2013,27,"NE",401517.6
"nebraska",2014,24,"NE",772549.565217391
"nebraska",2015,20,"NE",288670
"nebraska",2016,13,"NE",345932.307692308
"nebraska",2017,25,"NE",198504
"nebraska",2018,20,"NE",481743.333333333
"nebraska",2019,26,"NE",522682.5
"nebraska",2020,31,"NE",325189
"nebraska",2021,6,"NE",1380
"nebraska",NA,1,"NE",300
"nevada",1964,1,"NV",2400
"nevada",1967,1,"NV",1200
"nevada",1971,1,"NV",900
"nevada",1973,1,"NV",7200
"nevada",1975,1,"NV",120
"nevada",1978,1,"NV",600
"nevada",1979,1,"NV",NA
"nevada",1981,1,"NV",120
"nevada",1982,2,"NV",450
"nevada",1983,1,"NV",300
"nevada",1985,2,"NV",300
"nevada",1986,1,"NV",660
"nevada",1988,1,"NV",9072000
"nevada",1989,1,"NV",8.5
"nevada",1990,1,"NV",1296000
"nevada",1991,1,"NV",7200
"nevada",1992,2,"NV",480
"nevada",1994,4,"NV",108667.5
"nevada",1997,4,"NV",2895
"nevada",1998,1,"NV",180
"nevada",1999,3,"NV",453600
"nevada",2000,1,"NV",45
"nevada",2001,4,"NV",270
"nevada",2002,1,"NV",1296000
"nevada",2003,4,"NV",1320
"nevada",2004,6,"NV",52320
"nevada",2005,5,"NV",777661.4
"nevada",2006,28,"NV",226721.203703704
"nevada",2007,51,"NV",211288.333333333
"nevada",2008,61,"NV",300008.842105263
"nevada",2009,43,"NV",410630.769230769
"nevada",2010,41,"NV",325186.648648649
"nevada",2011,44,"NV",569754.4125
"nevada",2012,78,"NV",265098.152173913
"nevada",2013,45,"NV",532020
"nevada",2014,86,"NV",316617.721518987
"nevada",2015,95,"NV",518280.731707317
"nevada",2016,59,"NV",566395.636363636
"nevada",2017,52,"NV",216718.723404255
"nevada",2018,53,"NV",426738.222222222
"nevada",2019,63,"NV",433977.818181818
"nevada",2020,83,"NV",338486.818181818
"nevada",2021,7,"NV",75325.7142857143
"nevada",NA,7,"NV",480
"new hampshire",1965,1,"NH",18000
"new hampshire",1966,1,"NH",750
"new hampshire",1974,1,"NH",648000
"new hampshire",1977,1,"NH",900
"new hampshire",1978,2,"NH",300
"new hampshire",1980,2,"NH",432150
"new hampshire",1981,1,"NH",120
"new hampshire",1985,1,"NH",180
"new hampshire",1987,1,"NH",1200
"new hampshire",1989,1,"NH",300
"new hampshire",1992,1,"NH",600
"new hampshire",1995,1,"NH",240
"new hampshire",1996,1,"NH",120
"new hampshire",1997,1,"NH",900
"new hampshire",2001,1,"NH",259200
"new hampshire",2003,1,"NH",900
"new hampshire",2006,3,"NH",501.333333333333
"new hampshire",2007,3,"NH",270
"new hampshire",2008,8,"NH",248973.75
"new hampshire",2009,7,"NH",123783.214285714
"new hampshire",2010,6,"NH",99000
"new hampshire",2011,8,"NH",288270
"new hampshire",2012,31,"NH",316138
"new hampshire",2013,20,"NH",970937.647058823
"new hampshire",2014,33,"NH",443157
"new hampshire",2015,31,"NH",504013.928571429
"new hampshire",2016,17,"NH",516836.25
"new hampshire",2017,17,"NH",405450
"new hampshire",2018,23,"NH",77293.3333333333
"new hampshire",2019,23,"NH",330043.636363636
"new hampshire",2020,17,"NH",96871.7647058823
"new hampshire",NA,1,"NH",180
"new jersey",1956,2,"NJ",600
"new jersey",1958,1,"NJ",NA
"new jersey",1960,1,"NJ",600
"new jersey",1961,1,"NJ",10800
"new jersey",1964,1,"NJ",900
"new jersey",1965,2,"NJ",432150
"new jersey",1966,2,"NJ",1728000
"new jersey",1968,3,"NJ",165
"new jersey",1969,1,"NJ",180
"new jersey",1970,3,"NJ",2700
"new jersey",1973,1,"NJ",120
"new jersey",1975,2,"NJ",259290
"new jersey",1976,2,"NJ",690
"new jersey",1977,2,"NJ",1296900
"new jersey",1978,2,"NJ",600
"new jersey",1979,3,"NJ",150.666666666667
"new jersey",1980,2,"NJ",180
"new jersey",1983,2,"NJ",120
"new jersey",1985,2,"NJ",129900
"new jersey",1987,2,"NJ",480
"new jersey",1988,1,"NJ",3600
"new jersey",1989,1,"NJ",300
"new jersey",1990,1,"NJ",NA
"new jersey",1991,2,"NJ",60
"new jersey",1993,1,"NJ",360
"new jersey",1994,1,"NJ",60
"new jersey",1996,4,"NJ",4125600
"new jersey",1997,3,"NJ",240
"new jersey",1998,1,"NJ",2592000
"new jersey",2000,3,"NJ",1296200
"new jersey",2001,3,"NJ",1785600
"new jersey",2002,1,"NJ",180
"new jersey",2003,3,"NJ",144750
"new jersey",2004,3,"NJ",433500
"new jersey",2005,5,"NJ",518593.2
"new jersey",2006,28,"NJ",218741
"new jersey",2007,31,"NJ",421864.444444444
"new jersey",2008,54,"NJ",461410.224489796
"new jersey",2009,55,"NJ",445636.354166667
"new jersey",2010,46,"NJ",771768.25
"new jersey",2011,50,"NJ",306866.866666667
"new jersey",2012,87,"NJ",268461.829268293
"new jersey",2013,81,"NJ",512696.571428571
"new jersey",2014,77,"NJ",319600.714285714
"new jersey",2015,61,"NJ",409061.25
"new jersey",2016,61,"NJ",296908.163265306
"new jersey",2017,57,"NJ",332171.538461538
"new jersey",2018,26,"NJ",553461.6
"new jersey",2019,110,"NJ",451753.235294118
"new jersey",2020,72,"NJ",333505.64516129
"new jersey",2021,6,"NJ",867700
"new jersey",NA,15,"NJ",576797.5
"new mexico",1929,1,"NM",300
"new mexico",1944,1,"NM",3600
"new mexico",1947,1,"NM",300
"new mexico",1951,1,"NM",600
"new mexico",1953,1,"NM",NA
"new mexico",1954,1,"NM",NA
"new mexico",1959,2,"NM",1410
"new mexico",1965,1,"NM",NA
"new mexico",1966,2,"NM",300
"new mexico",1969,1,"NM",5400
"new mexico",1972,1,"NM",1200
"new mexico",1974,1,"NM",3600
"new mexico",1976,2,"NM",180
"new mexico",1977,1,"NM",60
"new mexico",1979,2,"NM",60
"new mexico",1982,1,"NM",NA
"new mexico",1983,2,"NM",3750
"new mexico",1984,1,"NM",2700
"new mexico",1985,1,"NM",NA
"new mexico",1986,1,"NM",300
"new mexico",1988,5,"NM",727.5
"new mexico",1989,2,"NM",7500
"new mexico",1990,1,"NM",432000
"new mexico",1991,1,"NM",1080000
"new mexico",1992,1,"NM",432000
"new mexico",1993,2,"NM",1944300
"new mexico",1994,2,"NM",432060
"new mexico",1995,2,"NM",3600
"new mexico",1996,3,"NM",676.666666666667
"new mexico",1997,5,"NM",173142
"new mexico",1998,6,"NM",900
"new mexico",1999,1,"NM",3000
"new mexico",2000,5,"NM",690
"new mexico",2001,2,"NM",180
"new mexico",2002,4,"NM",1747.5
"new mexico",2003,2,"NM",390
"new mexico",2004,2,"NM",540
"new mexico",2005,3,"NM",144301.666666667
"new mexico",2006,46,"NM",330318.452380952
"new mexico",2007,40,"NM",427787.583333333
"new mexico",2008,51,"NM",378412.553191489
"new mexico",2009,40,"NM",405992.631578947
"new mexico",2010,33,"NM",74149.1666666667
"new mexico",2011,27,"NM",133817.4
"new mexico",2012,69,"NM",255047.894736842
"new mexico",2013,80,"NM",210753.857142857
"new mexico",2014,104,"NM",461271.875
"new mexico",2015,70,"NM",389343.5
"new mexico",2016,70,"NM",298273.212121212
"new mexico",2017,69,"NM",294005.689655172
"new mexico",2018,54,"NM",183703.469387755
